id,area,floor,max_floor,type,wall_type,rooms,region,year,price
1014,31.0,5,5,Вторичка,панельный,1,Дзержинский,1965,1300000
1015,55.7,11,17,Новостройки,монолитный,2,Фрунзенский,,2940960
1016,85.8,11,17,Новостройки,монолитный,3,Фрунзенский,,4487340
1017,84.0,14,17,Новостройки,монолитный,3,Фрунзенский,,3780000
1018,90.0,2,3,Вторичка,кирпичный,3,Красноперекопский,,5000000
1019,54.8,11,17,Новостройки,монолитный,2,Фрунзенский,,2948240
1020,38.8,2,2,Вторичка,кирпичный,1,Красноперекопский,,1150000
1021,59.8,2,5,Вторичка,кирпичный,3,Заволжский,,2720000
1022,69.0,3,8,Новостройки,кирпичный,2,Заволжский,,2750000
1023,81.4,7,14,Вторичка,панельный,3,Фрунзенский,2016,3200000
1024,57.0,3,4,Новостройки,кирпичный,2,Заволжский,,2768500
1025,63.3,5,5,Вторичка,панельный,3,Дзержинский,1972,2000000
1026,60.0,6,14,Вторичка,кирпичный,2,Фрунзенский,,4400000
1027,99.5,6,9,Вторичка,кирпичный,3,Кировский,,9790000
1028,37.0,3,3,Вторичка,кирпичный,1,Заволжский,,1790000
1029,,4,5,Вторичка,кирпичный,1,Ленинский,1962,1650000
1030,58.1,4,5,Вторичка,кирпичный,3,Кировский,1971,1899000
1031,143.0,3,4,Вторичка,кирпичный,3,Кировский,,14270000
1032,65.9,4,17,Новостройки,монолитный,2,Фрунзенский,,3631090
1033,22.0,8,9,Вторичка,панельный,1,Дзержинский,1981,1070000
1034,50.9,1,5,Вторичка,кирпичный,2,Фрунзенский,,2090000
1035,52.5,10,10,Новостройки,кирпичный,2,Дзержинский,,2295055
1036,80.5,10,10,Новостройки,кирпичный,3,Дзержинский,,3431675
1037,58.0,3,5,Вторичка,панельный,3,Дзержинский,1968,2050000
1038,38.0,16,16,Новостройки,кирпичный,1,Дзержинский,,1786600
1039,81.0,3,3,Вторичка,кирпичный,2,Красноперекопский,,5265000
1040,37.3,1,4,Вторичка,кирпичный,2,Кировский,,2000000
1041,82.0,5,10,Новостройки,кирпичный,3,Фрунзенский,,3373020
1042,78.0,1,4,Новостройки,кирпичный,3,Заволжский,,3450000
1043,55.0,3,3,Вторичка,кирпичный,2,Заволжский,1960,2990000
1044,63.0,4,5,Вторичка,кирпичный,3,Дзержинский,,2350000
1045,78.0,1,4,Новостройки,кирпичный,3,Заволжский,,3450000
1046,55.0,3,3,Вторичка,кирпичный,2,Заволжский,1960,2990000
1047,63.0,4,5,Вторичка,кирпичный,3,Дзержинский,,2350000
1048,60.4,12,16,Новостройки,кирпичный,2,Заволжский,,2390000
1049,44.3,4,4,Вторичка,кирпичный,2,Ленинский,1963,2050000
1050,43.0,4,5,Вторичка,кирпичный,2,Ленинский,1966,2600000
1051,42.0,1,8,Вторичка,кирпичный,1,Красноперекопский,,3700000
1052,123.5,3,4,Вторичка,кирпичный,4,Красноперекопский,,4900000
1053,37.0,6,10,Новостройки,кирпичный,1,Ленинский,,2140000
1054,35.8,5,17,Новостройки,монолитный,1,Фрунзенский,,2130100
1055,66.0,2,5,Вторичка,панельный,3,Красноперекопский,,2600000
1056,69.5,1,6,Новостройки,кирпичный,студии,Красноперекопский,,3150000
1057,69.1,4,9,Новостройки,кирпичный,2,Фрунзенский,,3179980
1058,44.0,10,13,Вторичка,кирпичный,1,Ленинский,2015,3700000
1059,81.4,2,3,Новостройки,кирпичный,3,Кировский,,3900000
1060,42.1,4,9,Новостройки,кирпичный,1,Фрунзенский,,1937520
1061,42.0,1,4,Вторичка,кирпичный,1,Красноперекопский,1894,1999000
1062,46.0,10,10,Новостройки,кирпичный,2,Ленинский,,2297500
1063,44.8,2,5,Вторичка,кирпичный,2,Ленинский,1967,2430000
1064,56.3,8,9,Вторичка,кирпичный,2,Дзержинский,,2950000
1065,82.9,3,10,Вторичка,кирпичный,3,Дзержинский,,3575000
1066,62.0,6,10,Вторичка,панельный,3,Заволжский,,2800000
1067,59.1,5,17,Вторичка,кирпичный,студии,Дзержинский,2016,2599000
1068,30.0,3,5,Вторичка,кирпичный,1,Ленинский,1965,1350000
1069,81.9,10,10,Новостройки,кирпичный,2,Заволжский,,3767400
1070,40.6,3,5,Вторичка,кирпичный,2,Ленинский,1967,2700000
1071,84.0,17,17,Новостройки,монолитный,3,Фрунзенский,,3780000
1072,74.0,14,17,Вторичка,панельный,3,Дзержинский,,3100000
1073,79.0,1,4,Вторичка,кирпичный,3,Красноперекопский,,2645000
1074,98.0,5,6,Вторичка,кирпичный,3,Красноперекопский,,8000000
1075,50.0,3,5,Вторичка,панельный,2,Заволжский,1982,2250000
1076,116.0,8,8,Вторичка,кирпичный,4,Дзержинский,,3750000
1077,31.6,1,4,Вторичка,кирпичный,1,Ленинский,,1500000
1078,91.4,6,9,Новостройки,блочный,3,Фрунзенский,,3381800
1079,78.0,1,5,Вторичка,кирпичный,3,Кировский,,6300000
1080,43.4,5,5,Вторичка,кирпичный,2,Фрунзенский,1963,1750000
1081,62.4,5,5,Вторичка,кирпичный,3,Фрунзенский,1969,2170000
1082,70.0,6,9,Новостройки,блочный,2,Фрунзенский,,2590000
1083,79.6,6,14,Вторичка,панельный,3,Фрунзенский,2016,3900000
1084,42.3,3,5,Вторичка,панельный,2,Дзержинский,1966,1650000
1085,46.0,3,9,Вторичка,панельный,2,Фрунзенский,,2560000
1086,54.0,3,9,Вторичка,кирпичный,3,Ленинский,1970,3390000
1087,62.0,3,3,Вторичка,кирпичный,2,Ленинский,1956,3500000
1088,31.0,4,5,Вторичка,панельный,1,Дзержинский,,1500000
1089,57.8,12,12,Новостройки,кирпичный,2,Дзержинский,,2527345
1090,43.0,1,4,Вторичка,кирпичный,2,Ленинский,1961,2330000
1091,60.0,1,10,Вторичка,кирпичный,3,Фрунзенский,,3270000
1092,43.0,3,5,Вторичка,кирпичный,2,Ленинский,1961,2500000
1093,145.0,1,3,Вторичка,кирпичный,3,Заволжский,,5950000
1094,68.0,3,3,Вторичка,кирпичный,3,Красноперекопский,1957,2750000
1095,34.7,2,10,Новостройки,кирпичный,1,Заволжский,,1850000
1096,72.0,2,5,Вторичка,кирпичный,3,Кировский,1933,4800000
1097,38.0,9,9,Вторичка,панельный,1,Заволжский,1989,1900000
1098,416.0,4,5,Вторичка,кирпичный,2,Фрунзенский,,2690000
1099,71.0,4,9,Вторичка,кирпичный,3,Фрунзенский,,3200000
1100,46.0,9,9,Вторичка,панельный,2,Фрунзенский,,2430000
1101,43.0,2,5,Вторичка,кирпичный,2,Ленинский,,1950000
1102,50.0,9,14,Вторичка,панельный,1,Фрунзенский,,2000000
1103,34.2,3,5,Вторичка,панельный,1,Заволжский,,1400000
1104,45.0,1,5,Вторичка,панельный,2,Дзержинский,,1570000
1105,46.8,2,2,Вторичка,кирпичный,2,Заволжский,,1300000
1106,30.0,2,9,Вторичка,панельный,1,Заволжский,,1450000
1107,65.8,5,12,Вторичка,кирпичный,3,Красноперекопский,1980,3200000
1108,39.7,3,16,Новостройки,кирпичный,1,Заволжский,,1728690
1109,44.0,17,17,Новостройки,монолитный,2,Фрунзенский,,2650000
1110,44.7,5,9,Новостройки,кирпичный,1,Фрунзенский,,1702000
1111,80.0,3,4,Вторичка,кирпичный,3,Заволжский,,4700000
1112,44.0,5,5,Вторичка,панельный,2,Дзержинский,,1630000
1113,37.4,8,9,Вторичка,панельный,1,Заволжский,,1890000
1114,33.0,1,9,Вторичка,кирпичный,1,Кировский,,2050000
1115,57.0,2,2,Вторичка,кирпичный,4,Ленинский,,2800000
1116,53.2,5,5,Вторичка,кирпичный,2,Кировский,1957,3100000
1117,97.0,8,8,Новостройки,кирпичный,3,Заволжский,,3730000
1118,46.0,7,9,Вторичка,панельный,2,Фрунзенский,1975,2485000
1119,41.0,1,5,Вторичка,панельный,2,Ленинский,1962,1500000
1120,,3,3,Новостройки,кирпичный,студии,Заволжский,,1500000
1121,31.0,2,5,Вторичка,панельный,1,Дзержинский,,1450000
1122,38.1,3,3,Вторичка,кирпичный,1,Заволжский,,2200000
1123,55.0,2,3,Вторичка,кирпичный,2,Заволжский,,1738000
1124,43.0,4,5,Вторичка,кирпичный,2,Красноперекопский,1962,1550000
1125,57.2,8,8,Новостройки,кирпичный,2,Заволжский,,2173600
1126,50.1,4,16,Новостройки,монолитный,2,Дзержинский,2018,2314300
1127,,3,5,Вторичка,кирпичный,1,Ленинский,,2200000
1128,80.8,4,17,Вторичка,кирпичный,2,Дзержинский,2016,3499000
1129,47.5,2,5,Вторичка,кирпичный,2,Фрунзенский,1970,1940000
1130,46.0,4,5,Вторичка,кирпичный,1,Дзержинский,,2400000
1131,75.0,2,5,Вторичка,кирпичный,2,Заволжский,,3750000
1132,35.7,8,8,Новостройки,кирпичный,1,Заволжский,,1355840
1133,48.0,5,9,Вторичка,панельный,2,Заволжский,1986,2500000
1134,74.0,6,9,Вторичка,кирпичный,3,Красноперекопский,1984,3600000
1135,46.0,3,9,Вторичка,кирпичный,1,Дзержинский,,2090000
1136,41.0,3,5,Вторичка,кирпичный,2,Кировский,1970,2950000
1137,60.0,4,9,Вторичка,панельный,3,Заволжский,1982,2200000
1138,51.0,2,5,Вторичка,кирпичный,2,Дзержинский,1982,1800000
1139,90.0,3,5,Вторичка,панельный,5,Дзержинский,,3400000
1140,,4,5,Вторичка,кирпичный,1,Кировский,,2350000
1141,62.1,1,9,Вторичка,кирпичный,3,Красноперекопский,1997,3480000
1142,305.2,2,4,Вторичка,кирпичный,4,Кировский,2007,13100000
1143,52.5,1,8,Новостройки,кирпичный,2,Красноперекопский,,3098090
1144,68.0,3,10,Новостройки,кирпичный,2,Фрунзенский,,2848750
1145,36.2,1,3,Вторичка,кирпичный,1,Красноперекопский,,1313200
1146,58.0,7,9,Вторичка,панельный,3,Заволжский,,2750000
1147,46.0,5,19,Вторичка,кирпичный,1,Фрунзенский,2017,2350000
1148,53.6,6,9,Вторичка,кирпичный,2,Заволжский,,2999000
1149,44.0,4,8,Вторичка,кирпичный,1,Заволжский,,1700000
1150,45.0,1,5,Вторичка,кирпичный,2,Ленинский,,2150000
1151,45.0,3,5,Вторичка,кирпичный,2,Фрунзенский,,1730000
1152,35.0,12,12,Вторичка,кирпичный,1,Дзержинский,,999000
1153,61.0,5,9,Вторичка,кирпичный,3,Дзержинский,1988,2450000
1154,59.4,2,5,Вторичка,кирпичный,3,Кировский,1974,3495000
1155,22.0,9,9,Вторичка,панельный,1,Дзержинский,1980,1100000
1156,37.0,6,8,Вторичка,кирпичный,1,Красноперекопский,,1969000
1157,38.0,6,9,Вторичка,панельный,1,Заволжский,,1850000
1158,54.0,1,2,Вторичка,кирпичный,2,Заволжский,,1950000
1159,55.4,5,5,Вторичка,панельный,3,Дзержинский,,1800000
1160,43.0,5,14,Вторичка,кирпичный,1,Фрунзенский,,2600000
1161,44.0,6,9,Вторичка,кирпичный,1,Дзержинский,,2080000
1162,58.0,4,9,Вторичка,панельный,3,Заволжский,,2690000
1163,37.0,1,3,Вторичка,кирпичный,1,Заволжский,,1499000
1164,117.0,4,5,Вторичка,кирпичный,3,Красноперекопский,,6800000
1165,48.9,10,17,Вторичка,кирпичный,1,Дзержинский,2016,2150000
1166,37.0,8,8,Новостройки,кирпичный,1,Красноперекопский,,1627119
1167,59.0,8,9,Вторичка,панельный,3,Заволжский,1982,2550000
1168,40.3,2,3,Вторичка,кирпичный,1,Кировский,,1450000
1169,53.0,16,17,Вторичка,кирпичный,2,Дзержинский,,2275000
1170,40.0,9,9,Вторичка,панельный,1,Заволжский,,1809999
1171,28.0,3,3,Вторичка,кирпичный,1,Красноперекопский,,1470000
1172,42.0,5,8,Новостройки,кирпичный,1,Заволжский,,1688100
1173,36.5,3,9,Вторичка,кирпичный,1,Красноперекопский,,2590000
1174,50.0,6,14,Вторичка,кирпичный,2,Дзержинский,,2499000
1175,84.0,8,9,Вторичка,кирпичный,3,Заволжский,,4700000
1176,40.0,1,18,Новостройки,кирпичный,1,Заволжский,,1607610
1177,32.8,4,9,Вторичка,кирпичный,1,Заволжский,1975,1600000
1178,64.0,5,5,Вторичка,кирпичный,3,Фрунзенский,,2100000
1179,43.0,4,8,Вторичка,кирпичный,1,Дзержинский,,2150000
1180,63.0,5,5,Вторичка,кирпичный,3,Фрунзенский,1970,2630000
1181,53.0,2,2,Вторичка,кирпичный,3,Дзержинский,,1490000
1182,75.2,6,14,Вторичка,монолитный,3,Дзержинский,2014,4100000
1183,83.0,3,4,Вторичка,кирпичный,2,Заволжский,,4100000
1184,30.0,6,9,Вторичка,панельный,1,Дзержинский,1980,1100000
1185,61.3,9,9,Вторичка,кирпичный,3,Заволжский,1985,2100000
1186,33.0,8,9,Вторичка,кирпичный,1,Заволжский,,1300000
1187,119.0,2,4,Вторичка,кирпичный,5,Заволжский,,4800000
1188,46.1,5,9,Новостройки,кирпичный,1,Фрунзенский,,1800000
1189,78.0,5,5,Вторичка,кирпичный,4,Заволжский,,2250000
1190,50.6,12,12,Вторичка,кирпичный,2,Фрунзенский,,2700000
1191,30.0,3,9,Вторичка,панельный,1,Дзержинский,1978,1250000
1192,32.5,4,5,Вторичка,кирпичный,1,Красноперекопский,1982,1490000
1193,22.0,9,9,Вторичка,панельный,1,Заволжский,1978,1200000
1194,36.6,3,3,Новостройки,кирпичный,1,Заволжский,,1720000
1195,41.0,4,5,Вторичка,кирпичный,2,Красноперекопский,1972,1800000
1196,45.0,2,5,Вторичка,кирпичный,1,Заволжский,,2390000
1197,53.0,9,9,Вторичка,кирпичный,2,Фрунзенский,,2330000
1198,65.6,5,6,Новостройки,кирпичный,2,Заволжский,,2928920
1199,70.2,17,17,Новостройки,монолитный,3,Фрунзенский,,4352400
1200,66.0,10,10,Вторичка,панельный,3,Фрунзенский,,3800000
1201,63.0,5,5,Вторичка,кирпичный,3,Красноперекопский,,2700000
1202,47.0,1,5,Вторичка,кирпичный,2,Фрунзенский,1972,2490000
1203,100.0,4,14,Вторичка,кирпичный,3,Фрунзенский,,4700000
1204,50.0,1,5,Вторичка,кирпичный,2,Заволжский,,2099000
1205,85.0,2,4,Вторичка,кирпичный,3,Ленинский,,4099000
1206,38.0,3,6,Новостройки,кирпичный,1,Заволжский,,1709100
1207,68.7,4,10,Вторичка,кирпичный,2,Заволжский,,3450000
1208,96.0,1,3,Вторичка,кирпичный,3,Заволжский,,4050000
1209,74.6,10,12,Вторичка,панельный,3,Фрунзенский,,2950000
1210,63.0,6,9,Вторичка,кирпичный,3,Заволжский,,2800000
1211,,5,5,Вторичка,кирпичный,1,Кировский,1960,1950000
1212,30.0,8,9,Вторичка,панельный,1,Заволжский,1985,1399000
1213,35.5,2,17,Вторичка,монолитный,1,Фрунзенский,,2250000
1214,36.0,1,3,Новостройки,кирпичный,1,Фрунзенский,,1389400
1215,88.0,8,10,Вторичка,кирпичный,4,Фрунзенский,,4000000
1216,30.0,3,5,Вторичка,кирпичный,1,Фрунзенский,,1200000
1217,45.0,1,9,Вторичка,кирпичный,2,Дзержинский,,2300000
1218,38.0,5,10,Вторичка,кирпичный,1,Фрунзенский,,2300000
1219,45.0,4,5,Вторичка,панельный,2,Ленинский,1962,2350000
1220,31.0,4,5,Вторичка,кирпичный,1,Красноперекопский,1961,1590000
1221,22.0,6,9,Вторичка,панельный,1,Заволжский,,1400000
1222,39.5,3,5,Вторичка,кирпичный,2,Красноперекопский,1972,1800000
1223,62.8,3,16,Вторичка,кирпичный,2,Ленинский,,3579030
1224,39.0,2,3,Вторичка,кирпичный,студии,Кировский,,4200000
1225,63.3,1,8,Новостройки,кирпичный,2,Заволжский,,2406500
1226,32.0,4,5,Вторичка,панельный,1,Дзержинский,1980,1350000
1227,36.4,6,9,Вторичка,кирпичный,1,Фрунзенский,1987,1740000
1228,42.7,1,8,Новостройки,кирпичный,1,Заволжский,,1625000
1229,45.3,2,4,Вторичка,кирпичный,1,Фрунзенский,,2500000
1230,65.0,9,10,Вторичка,панельный,3,Дзержинский,,2900000
1231,55.0,1,3,Вторичка,кирпичный,2,Заволжский,,2150000
1232,57.0,3,12,Вторичка,кирпичный,3,Фрунзенский,,2830000
1233,38.0,3,9,Вторичка,панельный,1,Заволжский,1988,1600000
1234,46.0,5,5,Вторичка,кирпичный,2,Ленинский,,2250000
1235,46.7,2,12,Вторичка,кирпичный,2,Дзержинский,,1890000
1236,48.0,4,5,Вторичка,панельный,2,Фрунзенский,,1850000
1237,45.0,1,5,Новостройки,кирпичный,1,Дзержинский,2011,2550000
1238,40.3,1,9,Вторичка,кирпичный,2,Заволжский,,2150000
1239,62.0,6,9,Вторичка,кирпичный,3,Фрунзенский,,3130000
1240,52.0,2,9,Вторичка,панельный,2,Заволжский,,2900000
1241,44.0,2,5,Вторичка,панельный,2,Дзержинский,1965,2000000
1242,62.0,5,5,Вторичка,кирпичный,3,Красноперекопский,,2800000
1243,,4,5,Вторичка,панельный,1,Ленинский,1963,1250000
1244,,4,5,Вторичка,панельный,1,Ленинский,1963,1250000
1245,44.0,1,5,Вторичка,кирпичный,2,Кировский,,2300000
1246,87.5,6,10,Вторичка,панельный,4,Дзержинский,,3880000
1247,38.4,1,10,Вторичка,панельный,1,Дзержинский,,1650000
1248,40.0,9,9,Вторичка,кирпичный,1,Фрунзенский,,2590000
1249,43.0,3,9,Вторичка,кирпичный,2,Дзержинский,,2200000
1250,62.6,4,5,Вторичка,панельный,3,Заволжский,,2000000
1251,30.2,5,5,Вторичка,кирпичный,1,Ленинский,,1300000
1252,62.9,1,5,Вторичка,блочный,3,Дзержинский,,1900000
1253,51.2,3,5,Вторичка,кирпичный,3,Дзержинский,,2400000
1254,41.2,5,5,Вторичка,кирпичный,2,Ленинский,,2690000
1255,43.0,6,9,Вторичка,кирпичный,1,Дзержинский,,1950000
1256,76.0,6,10,Вторичка,кирпичный,4,Фрунзенский,,3550000
1257,84.0,17,17,Новостройки,монолитный,3,Фрунзенский,,3780000
1258,42.6,2,5,Вторичка,панельный,2,Дзержинский,,1690000
1259,57.0,2,5,Вторичка,панельный,3,Ленинский,1962,2349000
1260,58.0,2,3,Вторичка,блочный,3,Красноперекопский,,1600000
1261,54.0,7,9,Новостройки,кирпичный,2,Красноперекопский,,3100000
1262,64.4,2,9,Новостройки,кирпичный,2,Фрунзенский,,2960560
1263,63.8,12,12,Новостройки,кирпичный,2,Дзержинский,,2754260
1264,55.2,1,9,Новостройки,кирпичный,2,Фрунзенский,,2550013
1265,90.0,1,10,Вторичка,кирпичный,4,Заволжский,,5390000
1266,73.8,1,4,Новостройки,кирпичный,2,Кировский,,3026000
1267,46.3,3,3,Новостройки,кирпичный,2,Дзержинский,,2100000
1268,58.9,8,14,Новостройки,кирпичный,2,Фрунзенский,,2751000
1269,43.3,7,9,Вторичка,кирпичный,1,Заволжский,,2500000
1270,39.5,3,3,Новостройки,кирпичный,1,Кировский,,1900000
1271,71.7,2,3,Новостройки,кирпичный,2,Заволжский,,4515210
1272,57.6,4,8,Новостройки,кирпичный,2,Красноперекопский,,2560000
1273,64.5,5,5,Новостройки,кирпичный,2,Кировский,,2900000
1274,36.0,1,2,Вторичка,кирпичный,2,Кировский,1960,1450000
1275,43.0,2,3,Новостройки,кирпичный,1,Заволжский,,2707000
1276,73.1,3,5,Новостройки,кирпичный,2,Фрунзенский,,3799000
1277,63.0,5,5,Вторичка,кирпичный,3,Фрунзенский,,2990000
1278,,1,4,Новостройки,кирпичный,1,Красноперекопский,,1280000
1279,43.5,8,14,Новостройки,кирпичный,1,Фрунзенский,,1997000
1280,55.0,2,14,Новостройки,кирпичный,2,Фрунзенский,,2399000
1281,102.3,2,8,Новостройки,кирпичный,3,Заволжский,,3850000
1282,45.0,5,10,Новостройки,кирпичный,1,Заволжский,,2350000
1283,65.0,7,9,Вторичка,кирпичный,3,Заволжский,,3300000
1284,42.7,1,4,Вторичка,кирпичный,2,Ленинский,,1750000
1285,39.5,6,12,Новостройки,кирпичный,1,Дзержинский,,1747560
1286,42.0,3,3,Вторичка,кирпичный,1,Заволжский,,2150000
1287,100.5,2,14,Новостройки,кирпичный,3,Фрунзенский,,3980000
1288,67.0,12,12,Вторичка,кирпичный,2,Ленинский,2013,4299000
1289,44.1,7,14,Новостройки,кирпичный,1,Фрунзенский,,1950000
1290,39.5,3,4,Новостройки,кирпичный,1,Заволжский,,1776600
1291,69.3,2,8,Новостройки,кирпичный,2,Заволжский,,2978180
1292,57.6,3,8,Новостройки,кирпичный,2,Красноперекопский,,2647000
1293,76.8,10,14,Новостройки,кирпичный,3,Фрунзенский,,3471000
1294,76.8,10,14,Новостройки,кирпичный,3,Фрунзенский,,3471000
1295,41.0,8,9,Вторичка,кирпичный,2,Заволжский,1974,1950000
1296,51.0,5,5,Вторичка,кирпичный,2,Красноперекопский,,2300000
1297,72.0,17,18,Новостройки,монолитный,2,Ленинский,,4150000
1298,94.4,2,4,Новостройки,кирпичный,3,Фрунзенский,,4248000
1299,58.1,1,5,Вторичка,кирпичный,3,Фрунзенский,1970,2350000
1300,35.0,2,3,Новостройки,кирпичный,1,Заволжский,,1391600
1301,49.0,2,9,Вторичка,кирпичный,2,Кировский,1979,3200000
1302,92.5,18,18,Новостройки,кирпичный,3,Ленинский,,5100000
1303,90.0,2,5,Вторичка,кирпичный,3,Красноперекопский,,4914250
1304,68.0,7,9,Новостройки,кирпичный,2,Фрунзенский,,2448000
1305,126.0,5,5,Вторичка,кирпичный,4,Кировский,,13700000
1306,65.6,5,6,Новостройки,кирпичный,2,Заволжский,,2850000
1307,91.4,5,9,Новостройки,кирпичный,3,Фрунзенский,,3381800
1308,69.0,1,5,Вторичка,панельный,3,Фрунзенский,,2000000
1309,66.3,2,5,Вторичка,кирпичный,2,Фрунзенский,,3646500
1310,55.2,8,22,Новостройки,монолитный,2,Дзержинский,,2152300
1311,44.0,2,9,Вторичка,кирпичный,2,Заволжский,,2100000
1312,42.6,10,22,Новостройки,монолитный,1,Дзержинский,,1655000
1313,67.2,4,10,Новостройки,кирпичный,2,Ленинский,,4230000
1314,56.0,6,9,Вторичка,панельный,3,Дзержинский,1976,2220000
1315,47.8,2,2,Вторичка,кирпичный,2,Заволжский,,1850000
1316,77.6,1,4,Новостройки,кирпичный,3,Заволжский,,3450000
1317,44.4,6,6,Новостройки,кирпичный,1,Заволжский,,2109100
1318,57.0,12,17,Вторичка,монолитный,2,Фрунзенский,,2710000
1319,56.0,3,3,Вторичка,кирпичный,2,Ленинский,1960,3800000
1320,78.0,8,8,Новостройки,монолитный,2,Дзержинский,,2434120
1321,50.0,3,5,Вторичка,блочный,2,Фрунзенский,,1900000
1322,42.4,4,10,Новостройки,кирпичный,1,Ленинский,,2670000
1323,51.0,5,5,Вторичка,панельный,2,Заволжский,1988,2600000
1324,57.1,3,6,Новостройки,кирпичный,2,Красноперекопский,,2512400
1325,45.2,5,5,Вторичка,панельный,2,Дзержинский,,2000000
1326,65.5,8,11,Вторичка,кирпичный,2,Фрунзенский,,4000000
1327,55.2,10,22,Новостройки,монолитный,2,Дзержинский,,2208800
1328,38.7,18,18,Вторичка,монолитный,1,Красноперекопский,,1874000
1329,56.1,7,22,Новостройки,монолитный,2,Дзержинский,,2240000
1330,33.0,1,9,Вторичка,кирпичный,1,Заволжский,1983,1500000
1331,34.0,1,3,Вторичка,панельный,1,Фрунзенский,,1000000
1332,31.0,3,3,Вторичка,кирпичный,1,Заволжский,,1100000
1333,42.6,8,22,Новостройки,монолитный,1,Дзержинский,,1700000
1334,30.0,3,3,Новостройки,кирпичный,1,Красноперекопский,,1800000
1335,40.4,12,12,Новостройки,монолитный,1,Фрунзенский,2014,2580000
1336,22.0,8,10,Вторичка,панельный,1,Заволжский,,890000
1337,35.2,9,9,Новостройки,кирпичный,1,Заволжский,,1636000
1338,38.0,3,11,Вторичка,кирпичный,1,Красноперекопский,,2150000
1339,32.7,3,4,Вторичка,кирпичный,1,Заволжский,,1720000
1340,40.2,4,4,Вторичка,кирпичный,1,Заволжский,,1770000
1341,67.3,8,10,Вторичка,панельный,3,Дзержинский,,3200000
1342,81.0,5,7,Новостройки,кирпичный,3,Красноперекопский,,3680000
1343,79.0,9,10,Вторичка,панельный,3,Фрунзенский,,2890000
1344,79.0,9,10,Вторичка,панельный,3,Фрунзенский,,2890000
1345,33.5,2,3,Новостройки,кирпичный,1,Заволжский,,1300000
1346,48.7,1,3,Новостройки,кирпичный,2,Заволжский,,1780000
1347,54.0,2,5,Вторичка,кирпичный,3,Ленинский,,3600000
1348,87.0,6,7,Вторичка,кирпичный,3,Красноперекопский,1965,4649000
1349,63.2,6,6,Вторичка,кирпичный,2,Заволжский,,2730000
1350,45.0,4,9,Новостройки,кирпичный,1,Фрунзенский,,1875000
1351,45.0,1,5,Вторичка,кирпичный,2,Фрунзенский,,1900000
1352,78.8,4,9,Вторичка,панельный,4,Фрунзенский,,3100000
1353,33.5,1,3,Новостройки,кирпичный,1,Заволжский,,1190000
1354,58.1,3,8,Новостройки,кирпичный,2,Красноперекопский,,2600000
1355,34.0,3,5,Вторичка,панельный,1,Заволжский,,1520000
1356,52.0,2,5,Вторичка,кирпичный,3,Фрунзенский,,2200000
1357,55.0,4,4,Новостройки,кирпичный,2,Заволжский,,2500000
1358,89.4,5,9,Новостройки,кирпичный,3,Фрунзенский,,3307000
1359,83.0,3,5,Вторичка,кирпичный,2,Дзержинский,,4350000
1360,49.8,4,5,Вторичка,кирпичный,2,Кировский,,3650000
1361,96.0,3,4,Новостройки,кирпичный,3,Фрунзенский,,4329000
1362,109.6,4,9,Новостройки,кирпичный,3,Ленинский,,6945310
1363,,5,5,Вторичка,кирпичный,1,Фрунзенский,1970,1680000
1364,127.0,4,5,Вторичка,кирпичный,3,Красноперекопский,,6999999
1365,37.0,5,8,Новостройки,кирпичный,1,Красноперекопский,,1650000
1366,42.0,7,14,Вторичка,кирпичный,1,Фрунзенский,,2660000
1367,78.0,5,5,Вторичка,кирпичный,3,Дзержинский,,5800000
1368,,4,5,Вторичка,панельный,1,Дзержинский,,1620000
1369,63.0,1,12,Вторичка,кирпичный,3,Дзержинский,1979,2550000
1370,38.0,3,19,Вторичка,кирпичный,1,Дзержинский,,1780000
1371,57.8,5,8,Новостройки,кирпичный,2,Красноперекопский,,2600000
1372,44.7,5,5,Вторичка,кирпичный,2,Красноперекопский,,2000000
1373,57.0,9,9,Вторичка,панельный,3,Дзержинский,1976,2180000
1374,40.0,4,10,Вторичка,кирпичный,1,Заволжский,2008,2200000
1375,61.3,3,9,Вторичка,кирпичный,3,Заволжский,,2700000
1376,60.0,1,9,Вторичка,кирпичный,2,Заволжский,,4500000
1377,44.5,7,9,Вторичка,кирпичный,2,Дзержинский,1969,2199000
1378,76.0,7,9,Вторичка,кирпичный,2,Фрунзенский,,2797000
1379,71.0,3,5,Вторичка,кирпичный,2,Красноперекопский,,4990000
1380,77.0,12,12,Вторичка,кирпичный,3,Заволжский,,4500000
1381,56.0,8,9,Новостройки,кирпичный,2,Заволжский,,2611700
1382,57.5,7,10,Новостройки,кирпичный,2,Фрунзенский,,2683000
1383,,7,9,Вторичка,блочный,1,Заволжский,,1250000
1384,35.0,3,5,Вторичка,кирпичный,1,Кировский,,2900000
1385,31.0,3,5,Вторичка,кирпичный,1,Фрунзенский,,1580000
1386,,3,5,Вторичка,кирпичный,1,Фрунзенский,,1800000
1387,75.0,8,10,Вторичка,кирпичный,3,Фрунзенский,2011,3600000
1388,82.0,8,8,Новостройки,кирпичный,3,Красноперекопский,,3650000
1389,92.6,2,3,Вторичка,кирпичный,4,Ленинский,1955,4790000
1390,44.0,1,5,Вторичка,кирпичный,2,Дзержинский,,1100000
1391,38.1,16,16,Новостройки,монолитный,1,Дзержинский,2018,1786600
1392,37.3,11,16,Вторичка,кирпичный,1,Дзержинский,1983,1800000
